RowNumber,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Converted_y_N
4148,15712409,Tang,5,Direct,Male,66,New Delhi,Platinum,2,1,1,0
4149,15758306,T'an,4,Networks,Male,32,New Delhi,None,2,1,1,0
4150,15621435,Davies,4,Networks,Female,39,Hyderabad,Platinum,1,0,0,0
4151,15566295,Sanders,5,Networks,Female,33,New Delhi,Silver,2,0,1,0
4152,15569098,Winifred,4,Networks,Male,44,New Delhi,Gold,1,0,0,1
4153,15662532,Holmes,5,Direct,Male,31,Mumbai,Gold,2,1,1,0
4154,15664001,Riddle,4,Direct,Female,53,Mumbai,None,1,0,0,1
4155,15703437,Chinedum,5,Networks,Male,34,Chandigarh,None,2,0,1,0
4156,15708003,Aleksandrova,3,Organic,Male,41,Mumbai,None,1,0,1,0
4157,15599452,Conti,4,Direct,Female,43,Mumbai,Base,2,0,1,0
4158,15719793,Watson,6,Organic,Male,62,Chennai,None,2,1,1,0
4159,15771580,Davison,6,Networks,Female,38,Kolkata,Base,1,1,0,0
4160,15732268,Cook,5,Networks,Male,29,Chandigarh,Platinum,1,0,1,0
4161,15722350,Udinesi,4,Direct,Female,37,Surat,Gold,1,1,1,0
4162,15611371,Siciliani,5,Networks,Male,43,Delhi,Platinum,1,1,1,0
4163,15673584,Bell,4,Networks,Female,74,Chennai,None,2,1,1,0
4164,15636396,Jackson,4,Networks,Female,35,Surat,None,2,1,0,0
4165,15706170,Onyemere,4,Networks,Male,34,Hyderabad,None,1,0,0,0
4166,15725478,McClemans,5,Networks,Male,60,Surat,None,2,1,1,0
4167,15654562,Ma,6,Organic,Female,45,Chennai,Platinum,4,0,1,1
4168,15737509,Morrison,6,Organic,Male,34,Mumbai,Platinum,1,0,0,0
4169,15690796,Chambers,3,Networks,Male,37,Mumbai,None,1,0,1,0
4170,15716728,Basedow,3,Organic,Female,42,Cochin,None,2,1,0,0
4171,15605665,Nwora,4,Direct,Female,69,Chandigarh,None,2,1,1,0
4172,15748481,Howey,3,Networks,Female,27,New Delhi,None,1,0,0,0
4173,15757777,Pai,4,Networks,Female,35,Bangalore,None,2,1,1,0
4174,15747808,Ni,5,Networks,Male,29,Chandigarh,None,1,1,1,0
4175,15810593,Forbes,3,Networks,Male,51,Delhi,None,3,1,1,0
4176,15693376,Baryshnikov,5,Organic,Male,43,Kolkata,None,2,1,1,1
4177,15579808,Kramer,5,Direct,Female,39,Mumbai,Silver,1,1,1,0
4178,15598275,Sochima,5,Networks,Female,32,Surat,None,2,1,1,0
4179,15737080,Marchesi,3,Networks,Female,32,Hyderabad,None,2,1,0,0
4180,15668580,Todd,5,Organic,Male,33,Bangalore,None,2,1,1,0
4181,15569438,Mai,4,Direct,Male,36,Cochin,Base,2,0,0,0
4182,15675842,Pinto,4,Organic,Male,26,Delhi,Silver,1,0,1,0
4183,15577587,Reynolds,3,Direct,Male,52,Chennai,Base,1,1,1,1
4184,15625592,Sal,2,Networks,Male,26,Bangalore,None,2,1,1,0
4185,15635141,Miller,3,Direct,Male,59,Mumbai,Base,2,0,0,1
4186,15642570,Scott,4,Organic,Male,35,Mumbai,None,2,0,1,0
4187,15702175,Herrin,5,Networks,Female,29,Delhi,Gold,2,1,1,0
4188,15677785,Stevenson,4,Organic,Male,32,Chennai,Silver,1,0,1,0
4189,15786153,McKenzie,4,Direct,Male,47,Ahmedabad,Silver,2,0,1,0
4190,15759499,Gardiner,3,Networks,Female,32,Delhi,Base,1,1,1,0
4191,15659568,Atkinson,6,Organic,Female,31,Chandigarh,Base,1,1,1,0
4192,15715597,Onyemauchechi,4,Networks,Male,36,Hyderabad,None,1,0,1,0
4193,15610147,Ross,4,Networks,Male,60,Bangalore,None,2,1,0,0
4194,15802362,Newland,3,Organic,Male,45,Kolkata,None,2,1,0,0
4195,15660524,Hu,3,Direct,Female,54,Ahmedabad,None,1,1,1,0
4196,15747168,Sanders,4,Direct,Female,47,Bangalore,None,1,1,0,1
4197,15796910,Tsui,4,Organic,Female,57,Surat,None,1,0,0,1
4198,15707674,Marino,3,Networks,Female,58,Bangalore,Silver,1,0,1,1
4199,15565706,Akobundu,4,Organic,Male,35,Hyderabad,None,1,1,1,1
4200,15587596,Morrison,4,Organic,Female,39,Mumbai,Base,1,0,1,0
4201,15751943,Mai,3,Organic,Female,43,Chennai,None,2,0,0,0
4202,15621227,Hs?eh,4,Direct,Female,46,Surat,Platinum,1,1,1,0
4203,15757588,Wright,3,Networks,Male,30,Ahmedabad,None,2,0,0,0
4204,15640922,Demaine,5,Networks,Female,52,Surat,None,1,1,1,0
4205,15567557,Chien,3,Networks,Male,27,Bangalore,Silver,1,1,1,0
4206,15670103,Dickinson,3,Networks,Female,38,Chennai,Silver,1,1,1,0
4207,15720929,Kazantseva,4,Networks,Female,47,Mumbai,None,3,0,0,1
4208,15732774,Marchesi,4,Networks,Male,37,Surat,Base,1,0,1,0
4209,15628558,Pan,2,Networks,Female,44,Chennai,None,1,1,1,0
4210,15729201,Harewood,4,Networks,Male,55,Ahmedabad,None,1,0,1,1
4211,15731117,Kao,2,Organic,Male,28,Bangalore,Base,1,0,1,0
4212,15615207,Yeh,5,Organic,Male,47,Kolkata,None,1,1,1,1
4213,15773512,Bischof,4,Organic,Female,25,Delhi,None,1,1,1,0
4214,15572145,Ashton,5,Networks,Female,34,Mumbai,None,2,0,1,0
4215,15642710,Napolitani,4,Networks,Male,26,Surat,None,2,0,1,0
4216,15574213,Wilson,5,Networks,Female,53,Hyderabad,Gold,1,1,1,1
4217,15718852,Uren,5,Networks,Male,56,Ahmedabad,None,1,1,1,0
4218,15583840,Okechukwu,3,Direct,Male,35,Chennai,Base,1,1,1,1
4219,15782418,Ku,3,Direct,Female,19,Ahmedabad,None,1,1,1,1
4220,15813504,Onyemachukwu,3,Direct,Female,25,Hyderabad,Gold,1,1,0,0
4221,15711314,Kao,3,Organic,Female,45,Hyderabad,None,1,0,0,1
4222,15621064,Russell,5,Direct,Male,23,Chennai,Platinum,2,1,1,0
4223,15627847,Woronoff,6,Networks,Male,40,New Delhi,None,1,0,1,1
4224,15588090,Ferri,5,Direct,Female,51,Mumbai,Base,2,0,1,1
4225,15735270,Ruggiero,5,Organic,Male,47,Bangalore,None,1,0,1,1
4226,15671804,Wilding,4,Organic,Male,36,Mumbai,Gold,2,1,1,0
4227,15753215,Yashina,4,Organic,Female,36,Mumbai,None,2,0,1,0
4228,15789941,Yevseyev,4,Networks,Female,36,New Delhi,Base,1,0,0,0
4229,15691061,Rapuokwu,5,Networks,Female,37,Ahmedabad,None,2,1,1,0
4230,15808326,Maslov,3,Networks,Female,34,Ahmedabad,None,2,1,1,0
4231,15566660,Cole,4,Networks,Female,41,Cochin,None,3,0,1,0
4232,15778947,Sullivan,4,Networks,Male,36,Chandigarh,None,2,1,1,0
4233,15632977,Hsiao,5,Networks,Male,47,Chennai,None,2,0,0,0
4234,15591747,Rossi,5,Networks,Male,32,Chandigarh,None,2,0,0,0
4235,15567335,Allsop,3,Networks,Female,42,Surat,None,2,1,1,0
4236,15609299,Chamberlain,3,Networks,Male,29,New Delhi,Gold,1,0,1,0
4237,15669945,Jackson,2,Networks,Male,35,Delhi,Silver,2,0,1,0
4238,15736271,Dumetochukwu,2,Networks,Female,29,Ahmedabad,None,1,0,1,0
4239,15710390,Uspensky,4,Networks,Female,39,New Delhi,None,2,1,1,0
4240,15756481,Garcia,4,Networks,Female,39,Chandigarh,Base,1,0,1,0
4241,15736730,Soto,4,Networks,Female,45,Bangalore,None,1,1,1,0
4242,15626040,McDonald,5,Organic,Male,63,Kolkata,None,2,1,0,0
4243,15746553,Castles,3,Direct,Male,50,Chennai,Base,1,1,0,1
4244,15622518,Stephenson,5,Networks,Female,26,Chennai,None,1,1,1,1
4245,15684908,Davidson,3,Direct,Male,64,Hyderabad,None,1,1,0,0
4246,15569446,Tu,5,Networks,Female,34,Mumbai,Base,2,0,1,0
4247,15777504,Colbert,4,Networks,Female,30,Mumbai,None,1,1,1,0
4248,15677906,Owens,4,Organic,Female,54,Chennai,None,1,1,0,0
4249,15703292,Chimezie,3,Networks,Male,26,Mumbai,None,2,1,1,0
4250,15712938,Genovese,3,Networks,Male,44,Chandigarh,None,2,1,1,0
4251,15631359,Daluchi,2,Networks,Female,38,Chennai,Base,1,0,0,0
4252,15720847,Sheffield,4,Networks,Male,35,Bangalore,None,2,1,1,0
4253,15787830,Bailey,2,Direct,Male,33,Surat,Gold,1,0,1,0
4254,15599869,Dyson,5,Organic,Female,29,Hyderabad,None,1,1,1,0
4255,15592078,Davide,3,Direct,Female,27,Mumbai,Base,2,0,1,0
4256,15596228,Uwaezuoke,2,Networks,Male,29,Delhi,None,2,0,1,0
4257,15578462,Hs?,3,Organic,Female,76,Ahmedabad,Silver,1,1,1,0
4258,15756894,Onwuka,4,Networks,Male,29,Hyderabad,None,1,1,0,0
4259,15796167,Flores,5,Direct,Male,35,Surat,None,2,0,1,0
4260,15664808,Nicoll,5,Organic,Female,37,Chandigarh,None,3,0,0,0
4261,15664555,Hughes,3,Networks,Male,40,Bangalore,None,4,1,0,1
4262,15607278,Romano,5,Organic,Female,46,Mumbai,Silver,1,1,1,0
4263,15585222,Norman,3,Networks,Male,41,Mumbai,None,2,1,1,0
4264,15750299,Davison,5,Organic,Male,24,Cochin,None,1,1,0,0
4265,15761294,Manna,4,Direct,Female,56,Mumbai,Silver,1,0,1,1
4266,15810454,Reed,5,Networks,Male,32,Delhi,Gold,1,1,0,0
4267,15673984,Daniels,3,Networks,Female,35,Mumbai,None,1,0,1,1
4268,15609319,Hunt,5,Networks,Female,41,Chandigarh,Silver,1,1,1,0
4269,15709941,Feng,5,Networks,Male,46,Mumbai,None,3,0,1,1
4270,15580252,Waters,5,Networks,Male,44,Delhi,Base,1,1,0,0
4271,15741275,Yuan,4,Networks,Female,57,Surat,None,2,1,1,0
4272,15707132,Yudin,2,Networks,Male,33,Chennai,None,2,1,0,0
4273,15600708,Calabresi,4,Organic,Female,34,Chandigarh,None,1,1,1,0
4274,15804787,Onyemauchechukwu,3,Networks,Male,75,Chennai,None,1,1,1,0
4275,15690021,Martin,3,Direct,Female,42,Kolkata,Silver,1,1,0,1
4276,15763895,Hung,3,Networks,Male,32,Surat,Platinum,2,0,1,0
4277,15623478,Maslova,4,Direct,Female,32,Delhi,None,2,1,0,0
4278,15797910,Zetticci,5,Direct,Male,51,Bangalore,Base,1,1,1,0
4279,15577751,Pisano,5,Direct,Male,30,Delhi,None,1,0,0,0
4280,15781777,Sutherland,4,Networks,Male,33,Chandigarh,Gold,1,0,0,0
4281,15740527,Lai,5,Direct,Female,62,Surat,Silver,1,1,0,1
4282,15721251,Watson,3,Organic,Female,41,Delhi,Base,1,1,0,0
4283,15602994,Gorbunov,2,Networks,Female,53,Cochin,None,1,1,0,0
4284,15750769,Padovano,5,Networks,Male,35,Surat,None,1,0,1,0
4285,15740175,Raynor,5,Direct,Female,42,Bangalore,Base,2,0,0,0
4286,15679968,Ting,4,Networks,Male,40,Chennai,Base,1,0,1,0
4287,15694404,Eberegbulam,5,Networks,Female,42,Chandigarh,Gold,1,1,1,0
4288,15657529,Chin,5,Direct,Male,53,Hyderabad,None,1,1,1,1
4289,15762882,Manna,3,Direct,Female,31,Delhi,None,1,1,1,0
4290,15642579,Chang,5,Organic,Female,37,Hyderabad,Silver,1,1,1,0
4291,15598884,Kent,4,Organic,Female,23,Chennai,None,1,1,1,0
4292,15770185,Buckley,5,Networks,Male,32,Cochin,None,1,0,1,0
4293,15800287,Micco,5,Organic,Female,46,Bangalore,Silver,2,0,1,1
4294,15665861,Avdeev,5,Organic,Male,44,Chandigarh,None,1,1,0,0
4295,15662203,Bremer,3,Direct,Female,42,Chandigarh,Silver,2,1,1,0
4296,15616454,Davidson,2,Direct,Female,34,Mumbai,Base,1,1,0,1
4297,15702788,Gadsdon,5,Networks,Male,40,Ahmedabad,Silver,1,0,1,0
4298,15778149,Connolly,3,Organic,Male,68,Ahmedabad,None,2,0,1,1
4299,15680001,McDonald,4,Networks,Male,38,Surat,Base,2,0,1,0
4300,15711991,Chiawuotu,4,Networks,Male,30,Mumbai,None,2,0,0,0
4301,15633834,Milne,4,Direct,Female,28,Chandigarh,None,2,0,0,0
4302,15765266,Fleming,4,Networks,Male,32,Hyderabad,None,2,0,0,0
4303,15791867,Hicks,3,Direct,Male,44,Bangalore,Base,1,0,0,1
4304,15675380,Logan,3,Organic,Male,56,Chandigarh,Gold,1,1,0,1
4305,15770576,Hammond,3,Organic,Male,50,Surat,Silver,2,1,1,0
4306,15775294,Weber,4,Networks,Female,31,Bangalore,None,2,0,1,1
4307,15727059,Lettiere,2,Networks,Female,40,Delhi,None,2,0,0,0
4308,15702499,Schnaars,5,Organic,Male,46,Ahmedabad,Platinum,1,1,1,0
4309,15611699,Tao,4,Networks,Female,40,Surat,None,1,0,1,0
4310,15654000,Algarin,5,Networks,Female,35,Chennai,None,1,0,1,1
4311,15657881,Onyemere,5,Networks,Male,38,Chennai,Silver,1,1,0,0
4312,15719991,Korovina,5,Organic,Female,52,Hyderabad,Gold,1,0,1,1
4313,15720687,Chidubem,3,Networks,Female,41,Delhi,Base,1,0,0,1
4314,15687079,King,4,Organic,Male,69,Cochin,Base,1,0,1,0
4315,15582276,Greco,4,Networks,Male,34,Chennai,Silver,1,1,0,0
4316,15763980,Beneventi,4,Direct,Male,30,Hyderabad,None,1,1,1,0
4317,15720774,P'eng,6,Organic,Male,44,Surat,None,1,0,1,1
4318,15592194,Metcalf,2,Networks,Female,28,Ahmedabad,None,2,0,1,0
4319,15803685,Greco,4,Direct,Female,77,Cochin,None,2,1,0,0
4320,15759456,Lupton,4,Organic,Male,34,Surat,Silver,2,0,1,0
4321,15611544,Ibeamaka,5,Direct,Male,36,Surat,None,2,0,1,0
4322,15794257,Hsiung,4,Networks,Male,34,Delhi,None,1,1,1,0
4323,15681697,Rueda,3,Networks,Male,31,Mumbai,None,1,0,1,0
4324,15579566,Li Fonti,4,Organic,Female,43,Chandigarh,Base,1,0,1,1
4325,15577970,Alexeeva,2,Networks,Male,34,Chennai,None,1,0,0,0
4326,15727489,Madueke,3,Organic,Female,45,Hyderabad,Gold,1,0,1,0
4327,15764284,Torres,5,Organic,Male,27,Chandigarh,None,3,1,1,0
4328,15581811,Chukwubuikem,4,Direct,Female,30,Hyderabad,Silver,2,1,0,0
4329,15622527,Holloway,3,Networks,Female,55,New Delhi,None,1,1,1,0
4330,15753362,Evdokimov,5,Organic,Male,60,Chandigarh,None,2,1,1,0
4331,15666652,Anayolisa,5,Networks,Female,19,Chandigarh,None,2,1,1,0
4332,15789714,Semmens,4,Organic,Male,21,Chandigarh,None,1,1,1,0
4333,15771543,Tu,3,Direct,Male,31,Bangalore,Silver,1,1,1,1
4334,15748327,Anderson,5,Direct,Male,34,New Delhi,Base,2,0,0,0
4335,15754649,Fang,5,Organic,Female,57,Chandigarh,None,2,1,1,0
4336,15810460,Fanucci,5,Organic,Female,64,Chennai,None,3,1,0,1
4337,15771742,Boyle,3,Direct,Male,38,Ahmedabad,Base,2,0,1,1
4338,15642160,Milanesi,6,Networks,Male,38,Chennai,None,2,0,1,0
4339,15798439,Davidson,5,Organic,Male,25,Bangalore,None,1,1,1,0
4340,15605293,McKay,3,Networks,Female,43,Hyderabad,None,2,1,1,0
4341,15692631,Bogdanova,3,Organic,Female,44,Mumbai,Base,1,1,0,0
4342,15665376,Lavrentiev,4,Direct,Female,35,Chandigarh,Platinum,2,0,1,0
4343,15772412,Corser,3,Organic,Male,30,New Delhi,Silver,1,1,1,1
4344,15654577,Alexeeva,3,Direct,Male,54,Chennai,None,1,0,1,1
4345,15585427,Madueke,3,Networks,Female,26,Cochin,None,2,0,0,0
4346,15584536,Barber,5,Direct,Male,46,Chandigarh,None,1,1,1,1
4347,15585853,McCardle,5,Organic,Male,41,Surat,None,1,0,1,1
4348,15645271,Radcliffe-Brown,4,Direct,Male,24,Mumbai,Base,2,0,0,1
4349,15579387,Ni,4,Direct,Female,44,Bangalore,None,2,1,0,0
4350,15623107,Chukwumaobim,4,Organic,Male,45,Chandigarh,None,3,0,1,1
4351,15754072,Dennis,6,Organic,Female,36,New Delhi,None,2,0,1,0
4352,15666163,Hayward,4,Networks,Male,43,Hyderabad,None,1,1,1,0
4353,15765192,Jones,3,Networks,Male,26,Surat,None,2,0,0,0
4354,15804822,L?,6,Networks,Female,31,Delhi,None,2,0,1,0
4355,15612893,Nelson,3,Organic,Male,45,Delhi,None,1,0,1,0
4356,15593636,Cardus,4,Networks,Female,39,Delhi,None,1,0,1,0
4357,15693326,Whitehouse,4,Networks,Female,42,Surat,Base,2,0,0,0
4358,15809901,Johnstone,5,Networks,Male,36,Mumbai,None,2,0,1,0
4359,15759751,Tsui,2,Networks,Male,48,Hyderabad,None,2,1,1,0
4360,15605425,Chia,3,Direct,Female,44,Bangalore,Silver,1,0,1,0
4361,15801934,Su,4,Networks,Male,66,Mumbai,None,2,1,1,0
4362,15592000,Calabresi,5,Direct,Female,48,Ahmedabad,None,1,0,1,1
4363,15618695,Ts'ui,3,Organic,Female,22,Chandigarh,Base,1,1,0,0
4364,15637110,McCulloch,4,Organic,Female,35,Cochin,None,1,0,1,0
4365,15727408,Koo,3,Direct,Male,27,Mumbai,None,2,0,1,0
4366,15716328,Miller,3,Networks,Female,40,Bangalore,None,2,0,0,0
4367,15669060,Woolnough,4,Networks,Male,74,New Delhi,None,2,0,1,0
4368,15675854,Douglas,3,Organic,Male,50,Kolkata,Gold,1,1,0,1
4369,15621116,Fang,4,Direct,Male,33,Chennai,Silver,1,0,1,0
4370,15781495,Munro,4,Networks,Female,22,Bangalore,Silver,2,1,1,0
4371,15740470,Vinogradov,5,Networks,Male,39,Delhi,Platinum,2,0,1,0
4372,15714391,Lai,3,Networks,Female,35,Bangalore,Platinum,1,1,1,1
4373,15730137,Udegbulam,4,Networks,Male,31,Kolkata,None,1,0,0,0
4374,15596455,Mao,3,Organic,Female,45,Bangalore,None,1,0,0,1
4375,15717290,Onyekaozulu,4,Direct,Male,41,Bangalore,Base,2,1,0,0
4376,15616555,Fu,6,Direct,Male,41,Mumbai,None,1,0,1,0
4377,15659820,Cross,4,Networks,Female,34,Chennai,None,2,0,1,0
4378,15696301,Snider,5,Networks,Female,37,Ahmedabad,None,1,0,1,1
4379,15771087,Harrison,5,Networks,Female,71,Kolkata,None,2,1,1,0
4380,15808831,Dale,4,Networks,Male,29,Surat,None,2,1,1,0
4381,15812241,Udinese,2,Direct,Male,59,Surat,Silver,1,0,1,1
4382,15680370,DeRose,2,Networks,Male,39,Surat,None,2,1,0,0
4383,15780561,Hay,4,Networks,Female,39,Ahmedabad,None,2,0,0,0
4384,15800784,Bruce,4,Networks,Male,42,Delhi,None,1,1,1,0
4385,15715796,Romani,5,Networks,Male,37,Kolkata,None,2,1,1,0
4386,15605375,Tseng,4,Networks,Male,35,Bangalore,None,1,0,1,0
4387,15621520,Tang,5,Direct,Female,42,Bangalore,Silver,1,0,1,0
4388,15665460,Isayeva,5,Organic,Female,67,Hyderabad,None,2,1,1,0
4389,15801152,Hill,3,Organic,Female,39,Hyderabad,Silver,2,0,1,0
4390,15756425,Barnes,4,Networks,Male,30,Surat,Gold,1,0,0,0
4391,15674328,Moreno,4,Networks,Female,40,Chandigarh,None,1,1,1,1
4392,15742404,McGregor,5,Networks,Male,38,Surat,None,2,0,1,0
4393,15757140,Genovese,5,Networks,Male,51,Kolkata,None,1,1,0,0
4394,15570051,Gill,5,Direct,Female,38,New Delhi,Platinum,2,0,0,0
4395,15669175,Ts'ai,2,Direct,Male,24,New Delhi,Base,2,1,0,0
4396,15790324,Green,4,Networks,Female,20,New Delhi,Platinum,1,0,1,0
4397,15691119,Martin,5,Direct,Male,68,Delhi,Silver,1,0,0,0
4398,15743478,Johnson,4,Direct,Male,39,Mumbai,None,2,1,1,0
4399,15707007,Onio,5,Networks,Female,39,Mumbai,None,1,0,1,0
4400,15572547,Vaguine,4,Networks,Female,45,Ahmedabad,None,1,0,1,1
4401,15567063,Manna,5,Direct,Female,34,New Delhi,None,1,1,0,1
4402,15689633,Toomey,6,Organic,Female,38,Bangalore,Base,1,0,1,0
4403,15720637,Bell,5,Direct,Female,46,Cochin,Base,1,0,1,1
4404,15616859,Bonwick,4,Direct,Female,43,Bangalore,Base,4,0,1,1
4405,15766166,Folliero,4,Organic,Male,43,Bangalore,Silver,1,1,1,0
4406,15617655,Holt,3,Organic,Female,35,Ahmedabad,None,2,1,1,0
4407,15623450,Brown,4,Direct,Female,27,Surat,Silver,1,1,1,0
4408,15796612,Ch'ang,3,Networks,Female,31,Hyderabad,Base,1,0,1,0
4409,15795963,Fiorentini,4,Networks,Male,34,Surat,Silver,1,1,0,0
4410,15781598,Middleton,5,Direct,Male,41,New Delhi,Gold,1,1,0,1
4411,15691871,Millar,3,Direct,Male,42,Ahmedabad,Gold,1,1,1,0
4412,15740345,Osborne,4,Organic,Male,42,Chennai,None,1,0,1,1
4413,15662626,Feng,4,Networks,Female,40,Bangalore,None,2,0,0,0
4414,15596575,Vale,4,Direct,Male,39,Chennai,Base,2,1,1,0
4415,15657321,Arkwookerum,5,Direct,Male,27,Mumbai,Base,2,0,1,0
4416,15575955,Lujan,5,Networks,Female,24,Kolkata,None,2,0,1,0
4417,15743893,Alexeyeva,2,Networks,Male,42,Chandigarh,Platinum,1,0,1,0
4418,15697270,Gannon,4,Organic,Male,27,Delhi,Gold,1,1,1,0
4419,15644356,Prokhorova,4,Organic,Female,47,Cochin,Silver,1,0,1,0
4420,15677586,Romero,3,Direct,Female,32,Chandigarh,Base,2,1,1,0
4421,15571261,Toscani,5,Direct,Female,35,New Delhi,Base,2,1,1,0
4422,15698758,Onwuamaegbu,4,Organic,Female,31,Hyderabad,None,2,1,1,0
4423,15787014,King,4,Direct,Female,28,Mumbai,None,1,1,1,0
4424,15739857,Trentino,5,Networks,Female,40,Chandigarh,None,2,1,1,0
4425,15774630,Peacock,4,Direct,Female,47,Hyderabad,Silver,1,1,1,0
4426,15805523,Nnaife,5,Networks,Female,28,Hyderabad,None,1,1,0,0
4427,15749557,Chao,5,Networks,Female,44,New Delhi,None,2,1,1,0
4428,15681180,Barese,5,Networks,Female,23,Surat,Gold,1,0,1,0
4429,15742028,Udegbulam,4,Networks,Female,35,Chennai,None,2,0,1,0
4430,15686463,Fu,4,Networks,Male,38,Surat,Silver,1,0,1,1
4431,15654379,Onwuatuegwu,3,Organic,Male,59,Delhi,None,2,1,1,0
4432,15783629,Degtyaryov,4,Direct,Female,42,New Delhi,Base,2,0,0,0
4433,15751193,Nnaemeka,4,Organic,Male,33,Delhi,None,2,1,1,0
4434,15724099,Udinese,4,Networks,Male,26,New Delhi,Platinum,1,1,1,0
4435,15568429,Mitchell,4,Organic,Female,46,Chandigarh,None,2,0,1,0
4436,15648967,Ch'en,4,Direct,Female,64,Hyderabad,Platinum,1,0,1,1
4437,15664498,Golovanov,3,Networks,Male,26,Surat,Platinum,1,0,1,0
4438,15779522,Efimov,5,Networks,Female,24,Kolkata,None,2,0,1,1
4439,15583850,Davidson,4,Direct,Male,68,Kolkata,Base,2,1,1,0
4440,15696539,Wade,4,Networks,Female,21,Surat,None,1,1,1,0
4441,15760121,Maynard,5,Networks,Male,32,Ahmedabad,None,1,0,1,0
4442,15628279,Murphy,4,Networks,Female,38,Chandigarh,None,2,1,1,0
4443,15766163,Zotova,4,Networks,Male,38,Hyderabad,None,2,1,0,0
4444,15566467,Hannah,4,Direct,Female,32,Kolkata,Silver,2,1,1,0
4445,15639049,Cartagena,2,Networks,Female,31,Surat,Silver,1,1,0,0
4446,15736413,Hall,5,Networks,Male,29,Hyderabad,None,2,1,1,0
4447,15634815,Hunt,5,Networks,Female,37,Chandigarh,None,2,1,1,0
4448,15716381,Greece,4,Direct,Female,50,Surat,Base,1,1,1,1
4449,15708162,Thomson,3,Direct,Female,40,Hyderabad,None,2,1,0,0
4450,15569364,Victor,4,Networks,Male,36,Chandigarh,None,2,0,1,0
4451,15791191,Mitchell,4,Networks,Male,59,Bangalore,None,1,1,1,0
4452,15621205,Olisaemeka,3,Networks,Male,34,Delhi,Platinum,1,1,1,0
4453,15704788,Krawczyk,6,Organic,Female,49,Mumbai,None,2,0,0,1
4454,15775756,Alexandrova,6,Direct,Male,33,Mumbai,Gold,1,0,0,0
4455,15641312,Paterson,4,Networks,Male,36,New Delhi,None,1,1,1,1
4456,15782531,Chou,4,Organic,Female,31,Mumbai,None,2,0,1,0
4457,15724428,Abel,3,Networks,Male,40,Mumbai,None,2,0,1,0
4458,15743617,Chesnokova,5,Direct,Male,47,Hyderabad,None,1,0,1,0
4459,15585839,Niu,4,Networks,Male,37,Bangalore,None,2,0,1,0
4460,15658158,Sullivan,4,Direct,Female,23,Cochin,Base,1,0,1,0
4461,15637678,Ma,4,Networks,Male,35,Chennai,None,1,0,1,0
4462,15701809,Cavill,5,Organic,Female,28,Chandigarh,None,1,0,1,0
4463,15676937,Nicholls,4,Organic,Female,32,Mumbai,None,2,1,1,1
4464,15778975,Nnonso,6,Direct,Female,70,Hyderabad,None,3,0,1,1
4465,15710375,Gibson,4,Networks,Male,41,New Delhi,None,2,0,1,0
4466,15579914,Garcia,4,Direct,Male,30,Bangalore,Base,2,1,1,0
4467,15595160,Renwick,2,Organic,Male,35,Bangalore,None,2,1,1,0
4468,15595391,Norris,3,Networks,Male,31,Hyderabad,None,2,0,1,0
4469,15630363,Nkemakonam,2,Networks,Female,39,Kolkata,None,1,0,0,0
4470,15692443,Piccio,4,Organic,Male,33,Chennai,None,1,0,1,1
4471,15593795,Linton,3,Direct,Female,53,Hyderabad,Gold,1,0,1,1
4472,15642824,Onyekaozulu,6,Organic,Female,56,Mumbai,Platinum,2,1,0,1
4473,15683524,Tobenna,4,Direct,Female,23,New Delhi,Platinum,2,0,0,0
4474,15713532,Wang,4,Direct,Female,29,Delhi,None,1,0,1,0
4475,15719827,O'Donnell,5,Networks,Male,36,Chandigarh,None,1,0,0,0
4476,15578435,Langlands,4,Networks,Male,40,Mumbai,Base,1,1,1,0
4477,15723028,Smith,5,Networks,Male,33,Hyderabad,None,2,0,1,0
4478,15595609,Sykes,4,Direct,Male,52,Ahmedabad,Silver,2,0,0,0
4479,15622443,Marshall,3,Networks,Male,31,Delhi,None,2,1,0,0
4480,15579112,Gibson,3,Networks,Male,47,Bangalore,None,2,1,1,0
4481,15648479,Stephenson,4,Networks,Female,45,Kolkata,None,2,0,1,0
4482,15659234,Y?,2,Networks,Male,30,Chandigarh,None,1,1,0,0
4483,15811970,Kang,4,Networks,Female,42,Hyderabad,None,2,1,1,0
4484,15774192,Miller,3,Direct,Female,38,Mumbai,None,1,0,0,1
4485,15595136,Kryukov,4,Networks,Female,37,Hyderabad,None,2,1,1,0
4486,15630580,Y?,5,Direct,Male,34,Ahmedabad,Base,2,1,1,0
4487,15660646,Fanucci,3,Networks,Male,35,Chandigarh,Gold,1,0,1,0
4488,15614365,Lombardi,4,Direct,Male,31,Chandigarh,Gold,1,0,0,0
4489,15776128,Hs?,5,Networks,Female,44,New Delhi,Gold,1,0,0,0
4490,15787035,Anderson,4,Networks,Female,35,Mumbai,None,2,1,1,0
4491,15792646,Trentino,4,Organic,Female,64,Hyderabad,None,1,1,1,0
4492,15726832,Donnelly,6,Direct,Male,61,Chandigarh,Silver,1,1,1,0
4493,15773260,Tsou,3,Networks,Female,32,Kolkata,Silver,1,0,1,0
4494,15624437,Johnson,6,Organic,Female,32,Hyderabad,None,2,1,1,0
4495,15717138,Watson,6,Organic,Male,31,New Delhi,None,2,0,1,0
